"","X","inv_pres1","inv_pres2","inv_federal","inv_estadual","inv_gov","votaria","pref_cand","pref_part","inv_gov2","houseincome","income","catincome","male","efficacygov","efficacyvote","congressev","wouldvote","right","partyeval","knowledge","interest","education","age","govevaluation"
"1022",1022,0,0,0,0,0,1,2,2,NA,102,510,1,1,4,4,3,2,NA,1,3,2,2,25,6
"1023",1023,0,0,NA,NA,0,3,2,2,NA,80,60,1,1,5,2,5,1,8,5,2,1,2,30,5
"1024",1024,NA,0,NA,0,NA,1,2,2,NA,510,510,1,0,5,5,5,2,8,5,3,2,1,75,5
"1025",1025,0,0,NA,NA,0,3,1,2,NA,50,145,1,0,5,5,5,1,8,5,0,3,2,42,5
"1026",1026,0,0,0,NA,0,3,1,1,NA,400,1,0,0,4,5,4,1,NA,4,5,2,2,30,5
"1027",1027,0,0,NA,NA,NA,3,2,2,NA,166.66667175293,1000,2,0,5,5,1,1,NA,1,3,2,5,55,4
"1028",1028,1,1,1,1,1,1,2,2,NA,255,510,1,1,4,4,2,2,NA,2,5,1,6,60,4
"1029",1029,0,0,0,0,0,1,2,2,NA,450,900,2,0,4,4,2,2,NA,4,6,2,7,57,5
"1030",1030,0,0,NA,1,0,2,2,2,NA,225,1,0,0,5,5,1,NA,5,1,3,2,4,48,1
"1031",1031,1,0,NA,NA,0,1,2,2,NA,233.33332824707,700,2,0,4,4,3,2,5,3,5,1,7,19,4
"1032",1032,0,0,NA,NA,0,3,2,2,NA,800,800,2,0,4,5,2,1,NA,3,2,2,3,70,NA
"1033",1033,0,0,1,1,0,3,2,2,NA,255,510,1,0,5,5,NA,1,NA,3,2,3,3,38,5
"1034",1034,0,1,1,1,1,3,1,2,NA,300,200,1,0,4,5,1,1,8,1,11,2,3,24,5
"1035",1035,0,0,NA,NA,0,3,1,1,NA,200,1,0,0,4,4,4,1,3,4,3,3,5,21,3
"1036",1036,0,0,NA,NA,0,1,2,2,NA,225,500,1,0,5,5,1,2,8,1,4,1,3,57,1
"1037",1037,0,1,1,1,1,1,2,1,NA,500,510,1,0,4,5,2,2,5,2,3,2,7,31,2
"1038",1038,0,0,0,0,0,1,2,2,NA,255,510,1,0,4,5,2,2,NA,2,1,2,4,28,5
"1039",1039,0,0,0,0,0,3,1,1,NA,200,510,1,0,5,5,2,1,8,1,4,3,4,55,5
"1040",1040,0,0,NA,NA,0,3,2,2,NA,50,101,1,0,5,5,4,1,10,4,5,2,3,47,4
"1041",1041,0,0,0,0,0,3,2,2,NA,60,1,0,0,5,5,3,1,10,3,4,2,3,46,3
"1042",1042,0,0,NA,NA,0,3,2,2,NA,1600,1,0,0,4,4,3,1,5,3,4,1,7,58,3
"1043",1043,0,0,0,0,0,1,2,2,NA,900,1100,3,0,5,5,4,2,5,3,9,2,5,63,5
"1044",1044,0,0,NA,1,0,3,1,2,NA,266.666656494141,600,2,1,5,5,2,1,7,2,8,3,8,23,4
"1045",1045,0,0,1,NA,0,3,2,2,NA,500,600,2,1,4,5,1,1,3,3,6,3,7,27,1
"1046",1046,0,0,NA,NA,NA,1,2,2,NA,255,200,1,0,5,5,1,2,4,2,3,1,2,50,1
"1047",1047,NA,NA,NA,0,NA,3,1,1,NA,510,510,1,0,2,5,5,1,9,5,3,2,2,79,5
"1048",1048,0,0,NA,NA,0,1,2,2,NA,600,1,0,0,5,5,4,2,5,3,4,1,4,32,2
"1049",1049,0,0,NA,NA,0,3,1,1,NA,255,510,1,0,5,5,2,1,8,2,6,3,2,67,5
"1050",1050,0,0,0,NA,0,1,2,1,NA,400,1,0,0,5,5,4,2,10,6,1,3,4,32,5
"1051",1051,0,0,NA,NA,0,1,2,2,NA,255,510,1,1,4,4,1,2,10,1,2,2,7,22,5
"1052",1052,0,0,0,NA,0,1,1,2,NA,50,20,1,0,5,5,6,2,10,2,3,2,4,37,6
"1053",1053,0,0,1,NA,0,3,1,2,NA,510,510,1,1,4,5,5,1,10,3,7,3,1,65,5
"1054",1054,0,0,NA,0,0,3,NA,2,NA,150,600,2,1,5,5,2,1,NA,4,5,4,4,82,6
"1055",1055,0,0,1,1,1,1,1,1,NA,366.666656494141,700,2,1,5,5,3,2,3,5,4,3,3,38,3
"1056",1056,0,0,0,0,0,3,2,2,NA,250,1000,2,0,5,5,4,1,5,5,9,3,5,55,6
"1057",1057,0,0,0,NA,NA,1,1,1,NA,170,1,0,0,5,5,3,2,10,4,6,3,2,63,5
"1058",1058,0,0,1,1,1,1,1,2,NA,150,300,1,1,4,4,5,2,10,3,5,1,7,27,4
"1059",1059,NA,0,NA,0,NA,3,2,1,NA,550,550,2,1,5,5,5,1,10,5,3,2,1,66,5
"1060",1060,0,0,NA,0,0,1,2,1,NA,1000,1200,3,1,4,4,5,2,5,2,5,2,7,22,2
"1061",1061,0,0,NA,NA,0,3,1,2,NA,600,1000,2,1,5,4,5,1,5,5,2,3,2,54,2
"1062",1062,0,1,0,0,0,2,1,2,NA,400,1200,3,1,5,5,1,NA,0,3,7,2,9,28,3
"1063",1063,0,0,0,0,0,3,2,1,NA,52.5,60,1,0,4,5,4,1,10,4,6,2,7,48,4
"1064",1064,0,0,0,0,0,3,1,1,NA,233.33332824707,700,2,1,5,5,3,1,NA,2,1,2,6,18,4
"1065",1065,0,0,NA,NA,0,3,1,1,NA,370,150,1,1,5,5,2,1,8,2,11,2,4,49,5
"1066",1066,0,0,0,0,0,3,2,1,NA,1833.33337402344,2500,3,1,5,4,2,1,5,3,14,2,7,35,5
"1067",1067,0,0,0,0,0,3,2,2,NA,1350,1100,3,1,4,4,4,1,5,5,5,3,3,49,6
"1068",1068,0,0,0,0,0,3,1,1,NA,1000,2000,3,0,3,5,1,1,8,3,5,3,9,44,4
"1069",1069,0,0,0,0,0,3,1,2,NA,255,1,0,0,4,4,4,1,8,5,3,2,5,33,3
"1070",1070,0,0,0,0,0,3,2,1,NA,500,1000,2,1,5,5,3,1,3,3,6,3,5,24,5
"1071",1071,0,0,0,NA,0,3,2,2,NA,550,510,1,0,5,5,2,1,2,4,7,2,5,35,2
"1072",1072,0,0,1,1,1,3,1,1,NA,510,510,1,1,5,5,2,1,8,2,10,3,2,34,5
"1073",1073,0,0,NA,NA,0,1,2,2,NA,240,510,1,1,2,3,NA,2,NA,NA,5,2,7,24,5
"1074",1074,0,0,0,0,0,3,2,1,NA,255,510,1,1,5,5,5,1,7,5,3,3,2,72,5
"1075",1075,0,0,NA,NA,0,3,2,2,NA,366.666656494141,510,1,1,5,5,1,1,4,1,5,2,2,68,1
"1076",1076,0,0,0,0,0,3,1,1,NA,750,1000,2,1,2,4,2,1,5,4,9,2,7,26,5
"1077",1077,0,0,1,1,1,2,2,2,NA,933.333312988281,600,2,0,5,5,1,NA,NA,1,5,1,7,24,3
"1078",1078,0,0,0,0,0,3,2,2,NA,1500,1500,3,1,4,5,2,1,5,1,10,2,7,43,1
"1079",1079,0,0,0,0,0,1,2,1,NA,255,510,1,1,5,5,4,2,10,4,5,3,4,41,5
"1080",1080,0,0,0,0,0,1,2,2,NA,200,1,0,1,4,5,2,2,NA,3,4,2,3,38,4
"1081",1081,0,0,0,0,0,3,1,1,NA,255,1,0,0,4,5,5,1,8,5,4,3,6,18,3
"1082",1082,0,0,0,0,0,3,2,2,NA,150,400,1,0,5,5,3,1,5,3,5,3,3,44,3
"1083",1083,0,0,0,0,0,3,2,2,NA,1333.33337402344,2000,3,0,5,5,1,1,5,1,8,2,7,30,3
"1084",1084,0,0,NA,0,0,3,1,1,NA,255,510,1,1,3,3,4,1,4,4,6,3,2,33,5
"1085",1085,0,0,0,0,0,3,1,1,NA,1000,1200,3,1,3,5,2,1,5,2,13,3,7,33,5
"1086",1086,0,0,0,0,0,3,1,1,NA,37.3333320617676,1,0,1,5,5,2,1,8,5,8,2,3,33,2
"1087",1087,0,0,0,0,0,1,1,1,NA,666.666687011719,510,1,0,4,5,1,2,10,1,3,2,7,47,3
"1088",1088,0,0,NA,0,0,3,1,1,NA,200,1,0,0,5,5,5,1,10,3,4,3,4,57,5
"1089",1089,0,0,NA,NA,0,1,2,1,NA,330,150,1,1,2,5,5,2,10,5,4,3,2,34,5
"1090",1090,0,0,0,0,0,1,1,1,NA,295,500,1,1,5,5,2,2,5,2,8,2,2,36,3
"1091",1091,0,0,0,0,0,3,1,1,NA,200,510,1,1,4,5,5,1,10,4,4,2,2,62,5
"1092",1092,0,0,0,0,0,3,2,2,NA,2000,3500,4,0,5,5,3,1,4,3,7,2,9,31,5
"1093",1093,0,0,NA,NA,0,3,1,NA,NA,102,510,1,1,4,5,5,1,10,4,2,2,1,30,2
"1094",1094,0,0,0,1,0,1,1,1,NA,450,600,2,0,5,5,1,2,2,1,9,3,7,24,1
"1095",1095,0,0,NA,0,0,2,2,2,NA,2000,9000,6,1,5,5,1,NA,5,1,9,1,5,64,1
"1096",1096,NA,NA,NA,0,NA,3,2,1,NA,204,1,0,1,4,5,5,1,10,5,6,2,5,18,5
"1097",1097,0,0,0,NA,0,3,1,1,NA,200,534,2,0,5,5,5,1,10,5,3,3,2,40,5
"1098",1098,0,0,NA,NA,0,3,1,2,NA,127.5,50,1,1,4,4,4,1,10,4,2,3,6,18,6
"1099",1099,0,0,NA,NA,0,1,2,2,NA,150,300,1,0,2,4,5,2,6,5,2,2,4,47,5
"1100",1100,0,1,0,0,1,3,1,1,NA,170,1,0,0,5,5,5,1,6,5,4,2,8,20,3
"1101",1101,1,1,1,1,1,3,2,2,NA,2000,2000,3,1,4,5,3,1,2,1,7,1,7,31,1
"1102",1102,0,0,NA,NA,NA,NA,2,2,NA,750,510,1,0,5,5,5,NA,NA,5,2,1,2,63,5
"1103",1103,0,0,NA,NA,0,3,NA,1,NA,510,510,1,0,5,4,NA,1,10,NA,0,3,2,72,NA
"1104",1104,NA,0,NA,0,NA,1,1,2,NA,400,800,2,1,3,4,2,2,9,1,4,2,4,23,5
"1105",1105,0,0,NA,NA,0,3,1,1,NA,866.666687011719,1100,3,0,4,5,1,1,7,2,7,3,8,40,4
"1106",1106,0,0,0,0,0,3,1,2,NA,170,510,1,1,5,5,4,1,5,4,10,3,5,57,4
"1107",1107,0,0,0,0,0,3,1,1,NA,510,510,1,0,4,4,6,1,9,4,3,3,7,28,4
"1108",1108,0,0,0,0,0,3,2,1,NA,360,460,1,1,5,5,6,1,9,6,16,1,3,45,6
"1109",1109,0,0,0,0,0,1,1,2,NA,2000,3000,4,1,5,5,2,2,8,2,14,3,6,65,5
"1110",1110,0,0,0,0,0,3,1,2,NA,733.333312988281,1,0,0,5,5,5,1,10,5,8,2,3,56,6
"1111",1111,0,0,0,0,0,3,NA,1,NA,142.857147216797,1,0,0,5,5,NA,1,10,2,3,4,4,23,6
"1112",1112,0,0,0,0,0,3,1,2,NA,333.333343505859,510,1,0,3,4,2,1,NA,4,5,2,6,44,5
"1113",1113,0,0,0,0,1,2,1,1,NA,275,765,2,1,5,5,5,NA,8,5,2,1,4,37,5
"1114",1114,0,0,0,0,0,3,1,1,NA,875,400,1,0,5,5,4,1,0,5,12,3,9,30,6
"1115",1115,0,0,0,0,0,1,1,1,NA,170,1,0,1,5,5,5,2,5,1,6,3,3,24,5
"1116",1116,0,0,0,0,0,3,1,2,NA,800,800,2,1,5,5,2,1,10,2,5,4,3,26,5
"1117",1117,0,NA,NA,1,0,NA,2,2,NA,360,800,2,0,4,3,3,NA,8,2,6,2,7,36,4
"1118",1118,1,0,1,1,NA,1,1,2,NA,375,510,1,0,5,5,3,2,NA,1,2,1,5,22,NA
"1119",1119,0,0,NA,NA,NA,3,1,2,NA,NA,NA,NA,0,5,5,5,1,10,5,0,4,2,66,5
"1120",1120,0,0,0,NA,0,3,1,1,NA,333.333343505859,1,0,0,5,5,4,1,NA,2,4,4,5,18,4
"1121",1121,0,1,0,0,0,2,2,2,NA,1250,2500,3,1,3,2,NA,NA,8,4,3,2,7,28,4
"1122",1122,0,0,NA,NA,0,1,1,2,NA,255,1,0,0,3,5,4,2,NA,4,2,2,6,32,3
"1123",1123,0,0,NA,NA,1,1,2,2,NA,500,510,1,1,5,1,1,2,0,1,7,3,5,27,4
"1124",1124,0,0,1,NA,0,3,1,2,NA,250,1000,2,1,5,5,4,1,NA,4,3,2,3,72,5
"1125",1125,0,0,0,NA,0,3,1,1,NA,666.666687011719,1500,3,0,5,5,5,1,NA,5,6,2,4,48,5
"1126",1126,0,0,0,NA,0,3,1,2,NA,1800,1800,3,1,5,5,4,1,0,4,16,3,9,49,4
"1127",1127,0,NA,0,0,0,1,1,1,NA,500,1,0,0,4,5,3,2,9,3,6,2,3,33,5
"1128",1128,0,0,NA,0,0,2,1,1,NA,1000,1000,2,1,5,5,4,NA,NA,4,3,2,2,54,4
"1129",1129,0,0,0,0,0,3,1,2,NA,1000,1000,2,1,1,5,4,1,5,4,13,3,3,34,2
"1130",1130,NA,NA,NA,0,NA,3,1,1,NA,1000,2000,3,0,5,5,4,1,0,4,5,3,9,48,4
"1131",1131,NA,NA,NA,0,NA,1,1,2,NA,600,600,2,1,2,1,4,2,0,4,8,2,3,73,5
"1132",1132,0,0,0,0,0,3,1,1,NA,375,600,2,0,5,5,1,1,10,4,11,4,5,44,5
"1133",1133,0,0,0,0,0,3,1,2,NA,750,2000,3,1,5,5,4,1,0,4,8,3,8,25,4
"1134",1134,0,0,0,0,0,1,2,2,NA,433.333343505859,200,1,0,1,1,1,2,NA,1,3,2,3,56,NA
"1135",1135,0,0,NA,0,0,1,1,2,NA,300,510,1,0,3,4,4,2,NA,2,3,3,5,21,5
"1136",1136,0,0,0,0,0,1,1,1,NA,255,150,1,0,5,4,3,2,NA,1,5,2,7,27,1
"1137",1137,NA,0,NA,0,NA,3,1,1,NA,NA,1,0,1,5,5,5,1,NA,5,3,2,4,35,5
"1138",1138,0,0,0,0,0,2,1,2,NA,750,800,2,1,3,5,4,NA,5,NA,5,3,7,24,4
"1139",1139,0,0,0,0,0,2,1,1,NA,1375,1,0,0,5,3,NA,NA,0,5,4,3,5,18,4
"1140",1140,0,0,0,0,0,3,NA,2,NA,NA,NA,1,0,5,5,4,1,5,4,5,3,7,36,4
"1141",1141,0,1,1,0,0,2,1,2,NA,866.666687011719,1,0,1,3,5,2,NA,5,2,8,3,7,18,3
"1142",1142,0,0,0,0,0,3,1,2,NA,NA,1,0,0,5,4,2,1,NA,4,2,3,7,28,4
"1143",1143,0,0,0,0,0,3,1,1,NA,1666.66662597656,5000,4,1,5,5,5,1,10,5,6,2,9,75,4
"1144",1144,0,NA,0,0,0,2,2,1,NA,2500,2500,3,1,3,3,NA,NA,NA,NA,4,3,7,26,4
"1145",1145,0,0,0,0,0,1,1,1,NA,2500,1000,2,1,5,5,1,2,10,4,6,3,5,40,5
"1146",1146,0,0,0,0,0,3,1,1,NA,NA,NA,NA,1,5,3,3,1,3,3,16,4,9,55,5
"1147",1147,0,NA,0,0,0,3,1,1,NA,2500,5000,4,0,5,5,4,1,0,1,13,4,7,50,4
"1148",1148,0,0,NA,NA,0,3,2,2,NA,NA,NA,1,0,5,5,5,1,NA,5,2,1,2,58,5
"1149",1149,0,0,NA,NA,0,3,2,2,NA,NA,NA,NA,1,4,4,NA,1,NA,NA,2,2,5,NA,6
"1150",1150,0,0,0,0,0,1,2,2,NA,500,1000,2,1,5,5,5,2,0,5,9,2,3,50,5
"1151",1151,0,0,0,0,0,2,1,1,NA,510,510,1,0,5,5,4,NA,NA,4,5,2,7,39,4
"1152",1152,NA,NA,NA,0,NA,3,1,2,NA,833.333312988281,800,2,1,5,5,4,1,1,4,4,2,7,35,5
"1153",1153,0,0,NA,NA,0,3,1,1,NA,600,1700,3,1,3,4,4,1,NA,6,6,3,5,27,4
"1154",1154,NA,NA,NA,0,NA,3,2,2,NA,300,510,1,0,NA,NA,NA,1,NA,NA,0,1,1,86,5
"1155",1155,0,0,NA,NA,0,1,1,1,NA,400,200,1,0,5,5,NA,2,NA,4,8,1,3,34,5
"1156",1156,0,0,NA,NA,0,1,1,2,NA,1700,1200,3,1,5,5,4,2,NA,4,8,2,5,23,5
"1157",1157,0,0,NA,NA,0,3,1,2,NA,510,800,2,0,5,5,3,1,NA,4,4,2,7,34,4
"1158",1158,0,0,0,0,0,3,1,2,NA,275,510,1,0,3,5,5,1,5,1,8,4,7,22,3
"1159",1159,0,0,NA,0,0,1,1,1,NA,180,500,1,0,4,2,1,2,NA,NA,9,3,1,47,3
"1160",1160,0,0,0,0,0,3,1,2,NA,850,510,1,0,4,4,3,1,9,3,4,4,7,37,4
"1161",1161,0,0,NA,0,0,1,NA,1,NA,625,600,2,0,5,5,NA,2,10,NA,4,1,5,43,5
"1162",1162,0,0,0,NA,0,1,1,2,NA,1000,1000,2,0,2,2,4,2,NA,4,3,3,5,53,5
"1163",1163,0,0,NA,0,0,3,1,1,NA,500,1500,3,1,5,2,5,1,7,3,9,1,3,76,5
"1164",1164,0,0,0,0,0,1,1,1,NA,233.33332824707,700,2,1,5,5,5,2,0,5,11,3,3,65,5
"1165",1165,0,0,0,0,0,3,1,1,NA,5000,10000,6,1,3,1,4,1,5,4,10,3,8,59,5
"1166",1166,0,0,0,0,0,1,2,1,NA,260,1,0,0,5,5,5,2,NA,4,4,1,2,56,5
"1167",1167,0,0,0,NA,0,3,1,1,NA,633.333312988281,1300,3,1,5,5,2,1,2,4,8,3,8,28,5
"1168",1168,0,0,0,0,0,3,1,1,NA,700,1400,3,1,5,5,4,1,0,4,8,3,5,52,5
"1169",1169,0,0,0,0,0,3,1,1,NA,3100,3800,4,1,4,4,5,1,10,5,8,3,9,37,5
"1170",1170,0,0,0,0,0,3,NA,2,NA,500,1000,2,1,3,1,5,1,NA,4,8,3,7,34,6
"1171",1171,0,0,0,0,0,1,1,1,NA,300,600,2,1,4,5,NA,2,9,NA,4,3,3,70,6
"1172",1172,0,0,0,0,0,3,1,1,NA,800,900,2,0,4,5,4,1,10,4,3,4,7,30,5
"1173",1173,0,0,0,0,0,3,1,1,NA,1020,1020,2,1,5,5,2,1,4,4,8,3,8,20,4
"1174",1174,0,0,NA,NA,0,1,1,1,NA,1250,1000,2,0,5,5,1,2,5,1,4,NA,7,41,5
"1175",1175,0,0,NA,0,0,1,1,2,NA,466.666656494141,1,0,0,3,1,NA,2,NA,2,5,2,4,36,5
"1176",1176,0,0,0,0,1,3,2,2,NA,600,600,2,1,5,5,2,1,NA,2,4,1,2,24,2
"1177",1177,0,0,NA,0,0,1,1,1,0,375,510,1,0,5,5,5,2,NA,5,4,2,1,36,5
"1178",1178,0,0,0,NA,0,1,1,1,0,400,300,1,0,5,2,4,2,NA,4,3,2,2,44,5
"1179",1179,NA,NA,NA,0,NA,1,1,1,NA,450,1,0,0,5,5,5,2,NA,5,4,2,1,45,5
"1180",1180,NA,NA,NA,0,NA,3,1,1,NA,300,450,1,1,5,4,NA,1,NA,4,4,2,6,25,5
"1181",1181,0,0,1,1,0,1,1,2,1,255,1,0,1,5,5,5,2,NA,5,5,2,4,30,5
"1182",1182,0,NA,1,NA,0,3,1,2,NA,1500,2000,3,1,5,5,4,1,NA,4,9,3,9,36,5
"1183",1183,0,0,0,0,0,3,1,1,0,500,600,2,0,5,5,4,1,NA,4,6,3,7,19,4
"1184",1184,0,0,NA,0,0,3,1,2,0,375,900,2,1,5,5,5,1,10,5,2,3,5,24,5
"1185",1185,0,0,1,1,1,1,1,1,0,666.666687011719,1300,3,1,5,5,4,2,NA,4,5,2,4,48,5
"1186",1186,0,NA,NA,0,0,3,2,1,NA,500,510,1,0,5,5,5,1,NA,5,5,3,2,61,5
"1187",1187,1,1,1,1,1,1,1,2,1,500,1000,2,1,5,5,4,2,NA,4,10,3,4,48,4
"1188",1188,0,0,0,NA,0,1,NA,2,0,170,1,0,0,3,5,4,2,NA,4,2,2,2,53,5
"1189",1189,0,0,0,0,0,1,1,1,0,600,800,2,1,5,5,5,2,NA,4,7,3,6,36,5
"1190",1190,NA,NA,NA,0,NA,3,1,1,NA,160,1,0,1,5,5,4,1,NA,4,4,3,6,25,4
"1191",1191,NA,0,NA,0,NA,3,1,2,NA,500,500,1,0,5,3,5,1,10,2,7,2,7,24,5
"1192",1192,0,0,0,NA,0,1,1,2,0,340,510,1,0,NA,NA,3,2,NA,NA,4,2,2,62,5
"1193",1193,0,0,NA,NA,0,3,1,1,0,2200,1000,2,1,5,5,6,1,NA,6,2,1,1,30,5
"1194",1194,0,0,NA,NA,0,1,1,2,0,1114,1114,3,1,5,5,2,2,NA,2,4,2,8,45,6
"1195",1195,0,0,1,1,0,1,1,1,0,NA,1,0,0,5,5,5,2,NA,4,2,2,2,49,4
"1196",1196,0,0,NA,0,0,1,1,2,0,300,90,1,0,5,5,5,2,NA,5,3,2,3,42,5
"1197",1197,0,0,NA,NA,0,3,2,2,0,50,100,1,0,5,5,6,1,NA,6,3,2,2,46,6
"1198",1198,0,0,0,1,0,3,1,1,0,400,2000,3,1,5,5,5,1,NA,4,3,2,3,46,5
"1199",1199,0,0,0,0,0,1,1,1,NA,390,634,2,0,5,5,5,2,NA,5,3,2,5,29,5
"1200",1200,0,0,0,0,0,3,1,1,0,416.666656494141,1,0,1,5,5,4,1,NA,4,4,3,3,71,5
"1201",1201,0,0,0,0,0,3,1,1,0,400,1,0,1,5,5,6,1,0,1,5,2,7,21,6
"1202",1202,0,0,0,0,0,3,2,1,0,644,134,1,0,5,5,1,1,NA,6,0,3,2,28,6
"1203",1203,0,0,NA,0,0,1,1,2,0,1100,400,1,0,5,1,1,2,NA,1,2,1,6,28,5
"1204",1204,0,0,0,0,0,3,1,2,0,330,150,1,0,5,5,5,1,NA,4,3,2,3,60,5
"1205",1205,0,0,0,0,0,1,1,1,0,350,300,1,1,5,5,1,2,NA,3,2,3,4,36,5
"1206",1206,0,0,0,0,0,1,1,2,0,1800,1,0,0,5,5,2,2,NA,2,3,3,4,39,2
"1207",1207,0,0,0,0,0,3,1,1,0,350,700,2,1,5,5,1,1,10,1,8,4,3,76,1
"1208",1208,NA,0,NA,0,NA,3,1,2,0,510,150,1,0,NA,NA,5,1,NA,5,1,4,1,62,5
"1209",1209,0,0,0,0,0,1,2,2,0,255,100,1,0,5,5,5,2,NA,5,4,3,2,50,5
"1210",1210,0,0,NA,NA,0,3,1,1,0,300,100,1,1,5,5,5,1,NA,5,5,3,6,18,5
"1211",1211,0,0,NA,NA,0,1,2,2,0,650,400,1,0,5,5,1,2,NA,1,2,3,6,18,4
"1212",1212,0,0,NA,NA,0,3,2,2,0,350,350,1,1,5,5,6,1,NA,6,0,2,3,22,6
"1213",1213,0,0,0,0,0,3,1,2,0,1250,NA,NA,1,5,5,5,1,8,1,6,3,7,27,5
"1214",1214,1,0,0,1,0,1,1,2,0,4000,1,0,0,5,5,1,2,NA,1,4,4,4,37,1
"1215",1215,0,0,0,0,0,3,1,1,0,200,112,1,0,5,5,5,1,NA,5,4,4,3,33,5
"1216",1216,0,0,0,0,0,3,1,1,0,400,700,2,0,5,5,4,1,NA,4,3,2,7,32,5
"1217",1217,0,0,0,0,0,1,1,2,0,565,1130,3,1,5,5,1,2,10,1,6,4,1,53,6
"1218",1218,0,0,NA,0,0,3,1,2,0,1750,1,0,0,5,5,5,1,NA,4,4,2,4,43,5
"1219",1219,0,0,NA,0,0,3,2,1,0,2500,2500,3,1,4,5,2,1,10,5,2,4,3,43,6
"1220",1220,0,0,0,0,0,3,1,2,0,510,15,1,0,5,5,2,1,NA,2,3,4,5,27,2
"1221",1221,0,0,0,0,0,3,1,1,0,51,100,1,0,1,5,6,1,NA,5,1,3,7,39,NA
"1222",1222,0,0,0,0,0,3,2,2,0,400,1,0,1,5,5,5,1,NA,5,3,2,4,19,5
"1223",1223,0,0,NA,NA,0,1,1,2,0,NA,700,2,1,1,1,1,2,NA,1,3,1,3,39,1
"1224",1224,0,0,0,0,0,3,1,1,NA,400,800,2,1,5,5,5,1,10,5,10,3,9,24,6
"1225",1225,0,0,NA,0,0,3,1,2,NA,255,510,1,0,5,5,1,1,9,4,6,4,8,35,6
"1226",1226,0,0,0,NA,0,3,1,1,NA,127.5,510,1,1,5,5,1,1,9,3,5,3,2,73,3
"1227",1227,0,0,1,0,1,3,1,2,NA,255,510,1,1,1,5,1,1,NA,4,4,NA,4,24,2
"1228",1228,0,0,0,0,0,1,2,1,NA,175,NA,1,0,5,1,3,2,NA,3,NA,3,3,39,NA
"1229",1229,0,0,NA,0,0,2,1,1,NA,340,510,1,1,5,5,5,NA,2,5,8,3,6,40,5
"1230",1230,0,0,NA,NA,0,1,1,NA,NA,500,780,2,0,5,5,6,2,9,6,4,3,2,50,6
"1231",1231,0,0,NA,0,0,3,NA,2,NA,700,700,2,0,3,4,1,1,NA,1,1,3,7,58,4
"1232",1232,0,0,NA,NA,0,2,1,1,NA,255,1,0,0,NA,NA,4,NA,NA,3,2,2,4,25,5
"1233",1233,0,0,0,0,0,3,1,1,NA,125,250,1,1,5,5,6,1,5,6,4,3,2,31,6
"1234",1234,0,0,NA,0,0,1,1,1,NA,204,250,1,0,5,5,5,2,5,6,3,1,7,20,4
"1235",1235,0,0,0,0,0,1,1,1,NA,375,200,1,0,3,4,1,2,NA,3,4,3,8,31,5
"1236",1236,0,0,0,0,0,3,1,2,NA,637.5,765,2,1,5,5,3,1,2,2,10,3,6,37,4
"1237",1237,0,0,0,0,0,1,1,2,NA,500,1000,2,1,5,5,1,2,5,6,4,3,4,37,6
"1238",1238,0,0,0,0,0,1,1,1,NA,340,1020,2,1,5,5,5,2,NA,NA,3,2,2,66,6
"1239",1239,0,0,0,NA,0,3,NA,2,NA,100,200,1,1,4,4,1,1,8,5,3,1,2,33,5
"1240",1240,0,0,0,NA,0,2,1,1,NA,72.8571395874023,NA,1,0,5,5,5,NA,NA,4,3,1,1,49,5
"1241",1241,0,0,0,0,0,3,2,1,NA,300,600,2,1,1,3,4,1,10,5,8,3,7,30,6
"1242",1242,0,0,0,0,0,1,1,1,NA,133.33332824707,100,1,0,5,5,5,2,4,5,5,3,5,45,5
"1243",1243,0,0,0,0,0,1,1,1,NA,658.333312988281,510,1,0,1,1,5,2,9,3,2,4,4,24,5
"1244",1244,0,0,NA,NA,0,1,1,1,NA,30,150,1,1,5,5,6,2,9,1,2,1,2,23,1
"1245",1245,0,0,NA,NA,0,3,1,2,NA,366.666656494141,1,0,0,5,5,5,1,7,5,5,3,7,19,5
"1246",1246,0,0,0,0,0,3,1,1,NA,850,680,2,1,5,4,3,1,8,5,4,3,7,22,5
"1247",1247,0,0,NA,0,0,2,1,1,NA,400,510,1,1,1,5,5,NA,NA,3,4,1,6,25,5
"1248",1248,0,0,NA,NA,0,3,1,1,NA,400,500,1,0,4,4,4,1,NA,5,4,3,4,40,5
"1249",1249,0,0,NA,0,0,1,1,2,NA,1250,2500,3,1,5,5,4,2,NA,4,6,2,2,39,5
"1250",1250,0,0,0,0,0,1,1,2,NA,255,510,1,0,5,5,NA,2,8,4,4,2,2,60,4
"1251",1251,0,0,NA,NA,0,3,1,1,NA,175,350,1,0,5,1,NA,1,NA,3,3,1,4,34,5
"1252",1252,0,0,NA,NA,0,3,1,2,NA,366.666656494141,510,1,1,5,5,NA,1,NA,4,4,2,4,60,5
"1253",1253,0,0,NA,NA,0,1,1,2,NA,300,62,1,0,1,1,4,2,NA,4,3,2,2,56,5
"1254",1254,0,0,0,0,0,3,2,2,NA,833.333312988281,1500,3,1,5,3,2,1,5,3,12,3,10,31,5
"1255",1255,0,0,0,0,0,3,1,1,NA,500,300,1,0,5,5,4,1,10,4,7,3,3,58,6
"1256",1256,0,0,0,0,0,1,1,1,NA,150,300,1,1,5,5,5,2,NA,4,9,3,2,54,5
"1257",1257,0,0,0,0,0,1,1,1,NA,375,600,2,0,5,5,2,2,10,4,4,2,7,34,6
